Name,Rating,Review_count,Category,Sub_Category,Address,Latitude,Longitude
Natural Ice Cream,4.4,4118,Ice Cream,Dessert,"Near, 65/1C, Shiv Ganga Complex, Sarjapur - Marathahalli Rd",12.9129701,77.680268
Natural Ice Cream,4.5,4578,Ice Cream,Dessert,"Shop No, 1021, 80 Feet Rd",12.9305343,77.6332047
Natural Ice Cream,4.5,3457,Ice Cream,Dessert,"401, 5th Main Rd",13.022137,77.6394719
Natural Ice Cream,4.4,1037,Ice Cream,Dessert,"15/16, House of Lords Saint Marks Road, opposite State Bank of India Road",12.9715138,77.6007946
Natural Ice Cream,4.5,4816,Ice Cream,Dessert,"2984, 12th Main Rd, near SBI",12.9701591,77.6445629
Natural Ice Cream,4.5,6331,Ice Cream,Dessert,"Das Commercial Complex, Kanakapura Rd",12.923929,77.5764658
Natural Ice Cream,4.5,933,Ice Cream,Dessert,"Shop No, 1669/A, 14th Main Rd",12.910673,77.6378859
Papa John's Pizza,3.1,81,Pizza,Fast food,"# 536, VBV Plaza, 1st Floor, RBI Layout,, Opp Brigade Millenium Apartment, 7th Phase J P Nagar,",12.8911727,77.5816777
Papa John's Pizza,3.2,45,Pizza,Fast food,"39Th C Opp Main Landchina 425, 36th Cross Rd, 7th Block, 5th Block, Jayanagar",12.9200949,77.5838369
Papa John's Pizza,2.7,7,Pizza,Fast food,"#15, JP nagar 3rd phase, Opp. Shoppers Stop, Bannerghatta road",12.9119669,77.599666
Papa John's Pizza,3.4,69,Pizza,Fast food,"421/A, Ground Floor, VI- Block, 80 Feet Main Road, Koramangala",12.9421494,77.6228368
Papa John's Pizza,3.1,85,Pizza,Fast food,"Durga Money Tree, No.20/6, Kadubisanashalli, Marathalli",12.9391762,77.6953722
Papa John's Pizza,3.7,31,Pizza,Fast food,"#447/18/2, Shop #2A, 3rd Floor, Gopalan Arcade, Panthara Palya ,1st Block, Mysore Road",12.9359148,77.5178844
Papa John's Pizza,3.5,8,Pizza,Fast food,"2614, 27th Main Rd",12.9132659,77.6516349
Papa John's Pizza,1.5,2,Pizza,Fast food,"Transit The Food Lounge The Forum, Kormangala 21, Hosur Road",12.93457,77.6115413
Papa John's Pizza,2.9,22,Pizza,Fast food,"No. G, GOPALAN CINEMAS, Nagavarapalya Main Rd",12.9934458,77.6640674
Papa John's Pizza,2.2,6,Pizza,Fast food,"The Forum Value Mall, Whitefield",12.9595768,77.7480233
Papa John's Pizza,2.9,91,Pizza,Fast food,"No. 5, MRS Building, Opposite TVS Showroom, Ramamurthy Nagar",13.0116778,77.6717657
Papa John's Pizza,2,5,Pizza,Fast food,"Food Court, Garuda Mall, Magrath Road",12.970174,77.609925
Papa John's Pizza,3.2,102,Pizza,Fast food,"826, Ground Floor, Paramount Building, Beml 3rd Stage, 60 Feet Road, RR Nagar",12.9191884,77.520501
Papa John's Pizza,2.5,2,Pizza,Fast food,"Wonder La Amusement Park, Jadenahalli, Hejjala Post, Mysore Road",12.9435894,77.5264319
Papa John's Pizza,4.6,5,Pizza,Fast food,"80-85, Kirloskar Colony, 15th Main Road, Kamala Nagar, Basaveshwara Nagar, Bangalore, Basaveshwara Nagar, West Bangalore",12.993931,77.543523
Papa John's Pizza,3.5,4,Pizza,Fast food,"Unit No 6, 3rd Floor, Food Court, 2nd Main, Beside LIC Building, Mantri Square Mall, Malleshwaram",12.9916275,77.5706498
Papa John's Pizza,3.7,38,Pizza,Fast food,"Store No. 45, U N Arcade, Next to Indraprastha Hotel, 17th Cross, M.C.Layout, Vijayanagar",12.9714148,77.5372013
Papa John's Pizza,5,1,Pizza,Fast food,"John F Welch Technology Center, Flat no. 122,, Export Promotional INDL Park, Hoodi village, Whitefield road",12.9728661,77.7257845
Papa John's Pizza,3.7,63,Pizza,Fast food,"231, Venkata Ranga Iyengar Rd",13.0045747,77.5710924
Papa John's Pizza,3.5,42,Pizza,Fast food,"No. 366/4, 366/4, 399/4, RR Gold Palace, Bellary Road, Yelahankha Old Town",13.099803,77.5975358
Papa John's Pizza,3.2,34,Pizza,Fast food,"#1/3, Ist Floor, Sri Lakshmi Towers, 1st Cross Nethaji Nagar, Chokkasandra, Jalahalli",13.040197,77.517585
Papa John's Pizza,3.6,54,Pizza,Fast food,"504, Sampige Rd",13.0047858,77.5756814
Papa John's Pizza,0,,Pizza,Fast food,"27, Sri Ranga Arcade, Ground Floor, Kammanahalli Main Road, Opposite-Nandhana Delux Hotel, Kammanahalli",13.0150001,77.6357862
Papa John's Pizza,3.7,6,Pizza,Fast food,"XM54+JGV, HAL Old Airport Rd",12.9591185,77.6562856
Papa John's Pizza,2.3,3,Pizza,Fast food,"#934/2A, Near Tcsc(software Technology), Opp Sreenivasa Theatre, R.K. Road, Ambal Nagar",12.7189285,77.8216877
Papa John's Pizza,3.3,43,Pizza,Fast food,"#934/2A, Near TCSC, Opp Sreenivasa Theatre, R.K. Road",12.726393,77.832968
Papa John's Pizza,3.4,5,Pizza,Fast food,"XM56+6JJ, Phoenix Ldiom, HAL Old Airport Rd",12.9580901,77.6615044
Papa John's Pizza,3.6,16,Pizza,Fast food,"706, Dr MC Modi Hospital Rd",12.9976793,77.5475449
PlanB,4.1,4683,Burger,Fast food,"No 148 & 149, St Thomas Building, Brigade Rd",12.9695532,77.6062854
PlanB,4.1,5780,Burger,Fast food,"1136, 100 Feet Rd",12.968867,77.6416069
Plan B,3.6,219,Burger,Fast food,"942, 21st Main Rd",12.9261249,77.5647127
Plan B,4.1,2047,Burger,Fast food,"62/1, 80 Feet Rd, opposite Max Showroom",13.0280278,77.5722609
Plan B,4.1,65,Burger,Fast food,"10, Sankey Rd, next to BDA Head Office",12.9974858,77.5841726
Plan B,3.9,4164,Burger,Fast food,"2324, 17th Cross Rd",12.912086,77.6506976
Plan B,3.6,123,Burger,Fast food,"414, 5th Main Rd",13.0228617,77.6397862
Plan B,4,2546,Burger,Fast food,"Ground Floor 1st Main Road 23, Ganapathi Temple Rd",12.9348662,77.6138885
Plan B,4.4,18,Burger,Fast food,3rd Floor,12.9790759,77.5626884
Plan B,5,2,Burger,Fast food,,12.9779,77.724632
Plan B,3.5,11,Burger,Fast food,"6th Floor, Bannerghatta Main Rd",12.9073673,77.6011037
Polar Bear Ice creame,4.2,1853,Ice Cream,Dessert,"16, Neeladri Rd",12.8418533,77.6456937
Polar Bear Ice creame,4.5,410,Ice Cream,Dessert,"Seasons Four, No 109/2, Haralur Main Road, Haralur, Apartments, opposite Sai Poorna Highend",12.896169,77.6579899
Polar Bear Ice creame,4.4,2041,Ice Cream,Dessert,"No:352/3, Omkara Nilayam, 24th Main Rd",12.9018376,77.5860713
Polar Bear Ice creame,4.4,1587,Ice Cream,Dessert,"99, 5th Cross Rd",12.9370214,77.6200951
Polar Bear Ice creame,4.3,1303,Ice Cream,Dessert,"No.96 HV Cypress - 2 , Kavilakshmisha road, Diagonal Rd",12.9495968,77.5746084
Polar Bear Ice creame,4.3,1091,Ice Cream,Dessert,"No:10/1, 2nd Main Road, 31st A Cross Rd",12.9275758,77.5779599
Polar Bear Ice creame,4.3,1927,Ice Cream,Dessert,"491, 1, 8th Main Rd, East, Chord Rd",12.991425,77.5387553
Polar Bear Ice creame,4.4,2064,Ice Cream,Dessert,"NO 11, (OLD NO: 743, 3TH, 32nd F Cross Rd",12.9221402,77.5894296
Polar Bear Ice creame,4.2,1724,Ice Cream,Dessert,"71, Bannerghatta Main Rd, near HSBC Building",12.8923986,77.5979061
Polar Bear Ice creame,4.5,1191,Ice Cream,Dessert,"54, Whitefield Rd",12.9639725,77.7485814
Polar Bear Ice creame,4.4,2254,Ice Cream,Dessert,"Raghavendra enterprises, 307, 15 cross, 100 Feet Ring Rd",12.9061444,77.5927805
Polar Bear Ice creame,4.2,1699,Ice Cream,Dessert,"155, 19th Main Rd",12.9964813,77.5515214
Polar Bear Ice creame,4.2,50,Ice Cream,Dessert,"XP9F+GWJ, Cool Junction - Accenture Whitefield E.F.A Tech Park",12.9688376,77.7247806
Polar Bear Ice creame,4.1,921,Ice Cream,Dessert,"Shop No 1, 1065, 13th Cross Road, 6th Main Rd",12.8939004,77.6108645
Polar Bear Ice creame,4.3,819,Ice Cream,Dessert,"Sir M Visveswaraya Road, BTM Layout 6th stage, near DLF Township",12.8796167,77.609805
Polar Bear Ice creame,4.3,1711,Ice Cream,Dessert,"Uttarahalli Main Rd, near R N S I T College",12.9028927,77.5217919
Polar Bear Ice creame,4.1,2740,Ice Cream,Dessert,"Post office, 550/1-1, ground floor, 9th main road, road",12.9729338,77.5373046
Polar Bear Ice creame,4.2,43,Ice Cream,Dessert,Escape Food Mall Bagmane Tech Park,12.9794128,77.6578548
Polar Bear Ice creame,4.3,838,Ice Cream,Dessert,"Ground Floor, No 15/2 Shop No 1, SRS Arcade Varthur Hobli Kasavanahalli Village",12.9012062,77.6757168
Polar Bear Ice creame,4.2,1455,Ice Cream,Dessert,"no.99, 15, Sr, 2A, Kothnur Main Rd",12.8882535,77.5820599
Polar Bear Ice creame,4.3,814,Ice Cream,Dessert,"79, 21st Main Rd",12.9268722,77.5646752
Polar Bear Ice creame,4.3,1609,Ice Cream,Dessert,"Sri Lakshmi Venkateshwara Arcade, 1319, Vyasaraya Ballal Rd, opposite water tank",12.9089314,77.5626501
Polar Bear Ice creame,4.3,1397,Ice Cream,Dessert,"208, 210, opposite SBI Bank",12.9267342,77.6695805
Polar Bear Ice creame,4.4,313,Ice Cream,Dessert,"3B, Wheeler Rd",12.9943627,77.6155802
Polar Bear Ice creame,4.7,308,Ice Cream,Dessert,"No 78, 2, Sarjapur - Marathahalli Rd",12.9121279,77.6828338
Polar Bear Ice creame,4.5,612,Ice Cream,Dessert,"621A, 12th Main Rd",12.9705379,77.6471005
Polar Bear Ice creame,4.6,1364,Ice Cream,Dessert,264/255,12.9125779,77.6327339
Polar Bear Ice creame,4.1,394,Ice Cream,Dessert,"88, KBR Complex, Marathahalli - Sarjapur Outer Ring Rd",12.9482215,77.6987732
Polar Bear Ice creame,4.4,1860,Ice Cream,Dessert,"83, 80 Feet Rd",13.0281888,77.5731996
Polar Bear Ice creame,4.4,1278,Ice Cream,Dessert,"Ward 27 No, 410, 5th Main Rd",13.0225794,77.6397178
Polar Bear Ice creame,4.7,19,Ice Cream,Dessert,,12.9281183,77.6924574
Polar Bear Ice creame,4.3,2335,Ice Cream,Dessert,14th Cross Rd,13.0044218,77.5707796
Polar Bear Ice creame,4.5,1063,Ice Cream,Dessert,"579, 60 Feet Rd",12.963888,77.7126206
Polar Bear Ice creame,4.2,1281,Ice Cream,Dessert,"111, 80 Feet Rd",12.9373244,77.5489544
Polar Bear Ice creame,4.3,1072,Ice Cream,Dessert,"14, 1st Main Rd, opp. Indian Oil Petrol Bunk",13.0185786,77.5922949
Polar Bear Ice creame,4.7,19,Ice Cream,Dessert,S5,12.9150073,77.6835
Polar Bear Ice creame,4.6,139,Ice Cream,Dessert,"Gopalan Signature Mall, Old Madras Rd",12.9929276,77.6615764
Polar Bear Ice creame,4.4,2408,Ice Cream,Dessert,"BP Fuel Station, 5414, 80 Feet Main Rd",12.9609524,77.5102174
Polar Bear Ice creame,4.2,2140,Ice Cream,Dessert,"Prasad Residency, 13/14, 2nd Cross Rd",12.9602433,77.5302695
Polar Bear Ice creame,4.3,2690,Ice Cream,Dessert,Right Ventures - RR Nagar No:125,12.9255967,77.5180946
Polar Bear Ice creame,4.4,655,Ice Cream,Dessert,Kothnur Main Rd,13.0649437,77.6468471
Polar Bear Ice creame,4.4,1476,Ice Cream,Dessert,Old Outer Ring Rd,12.920107,77.4837552
Polar Bear Ice creame,4.2,2647,Ice Cream,Dessert,"70, Kanakapura Rd",12.8835713,77.5477883
Polar Bear Ice creame,4.1,91,Ice Cream,Dessert,"ITPL, Amber Food Court, ITPL Main Rd",12.9860707,77.735208
Polar Bear Ice creame,4.4,311,Ice Cream,Dessert,18th Cross Rd,12.8357502,77.6908887
Polar Bear Ice creame,4.4,123,Ice Cream,Dessert,"Kempapura Main Dasarahalli, Dasarahalli Main Rd",13.0498833,77.5975416
Polar Bear Ice creame,4.4,962,Ice Cream,Dessert,"4, Gangamma Cir Church Rd",13.0587541,77.5459617
Polar Bear Ice creame,4.4,366,Ice Cream,Dessert,"Apple city complex, Gunjur Rd",12.9288032,77.7384301
Polar Bear Ice creame,4.2,60,Ice Cream,Dessert,"No E1 & E2, Kiosk No. 9 Ground Floor, Manyata Tech Park Rd",13.0506717,77.6222454
Polar Bear Ice creame,4.6,389,Ice Cream,Dessert,"1658, 27th Main Rd",12.910807,77.6517541
Polar Bear Ice creame,4.3,155,Ice Cream,Dessert,"9/2, G.F, RNS Complex, TC Palya Main Road, Anandapura Cir, opp. Bharat Petroleum Petrol Pump",13.023846,77.6950446
Polar Bear Ice creame,4.7,667,Ice Cream,Dessert,"38,Ullal Village,Yeshwanthpur Hobli, North, Taluk",12.946673,77.4869344
Polar Bear Ice creame,4.5,725,Ice Cream,Dessert,,12.9798913,77.5102701
Polar Bear Ice creame,4.3,1357,Ice Cream,Dessert,"722, 16 A Main Rd",13.0992636,77.5891389
Polar Bear Ice creame,5,1,Ice Cream,Dessert,"BDA Shopping Complex, 24th Cross Rd",12.9237666,77.567819
Polar Bear Ice creame,4.4,1046,Ice Cream,Dessert,"landmark near D mart, Ramamurthy nagar,Near just bake",13.0109946,77.6676562
Polar Bear Ice creame,4.3,741,Ice Cream,Dessert,"#588 HMT Layout, next to Unlimited store",13.0808901,77.5596936
Polar Bear Ice creame,4.3,1861,Ice Cream,Dessert,"No 5, Shree Anjanadri, Hesarghatta Rd",13.0534159,77.5075457
Polar Bear Ice creame,4.8,199,Ice Cream,Dessert,"No 46 ,Natura Walk ,Yamare Village ,Sarjapur Hobli Anekal, Taluk",12.8747726,77.7663025
Polar Bear Ice creame,4.4,444,Ice Cream,Dessert,"F-248, E W College Main Rd",12.9827536,77.4855217
Royal Rajdhani Restaurant,4.8,5,Rajasthani Restaurant,Veg & Non veg ,"RMX7+XH7, Infosys Drive",12.8499143,77.6639305
Royal Rajdhani Restaurant,4,3514,Rajasthani Restaurant,Veg & Non veg ,"1st Floor, Salarpuria Landmark, 100 Feet Rd",12.9637835,77.6418372
Royal Rajdhani Restaurant,3.9,3050,Rajasthani Restaurant,Veg & Non veg ,"1920, Level - 3, Mantri Square Mall, Sampige Rd",12.9918098,77.5701862
Royal Rajdhani Restaurant,3.9,2188,Rajasthani Restaurant,Veg & Non veg ,"Level 4, Central Mall, Marenahalli Rd",12.9161383,77.5922439
Royal Rajdhani Restaurant,3.8,1643,Rajasthani Restaurant,Veg & Non veg ,"No.26/1, Level – 2, Orion Mall, Brigade Gateway, Dr Rajkumar Rd",13.0113889,77.555
Royal Rajdhani Restaurant,3.8,3058,Rajasthani Restaurant,Veg & Non veg ,"Level - 2, Phoenix Market City, Whitefield Rd",12.9973486,77.6967362
Royal Rajdhani Restaurant,3.8,1745,Rajasthani Restaurant,Veg & Non veg ,"3rd Floor, Royal Meenakshi Mall, Bannerghatta Main Rd",12.8756846,77.5953392
Royal Rajdhani Restaurant,4.2,29,Rajasthani Restaurant,Veg & Non veg ,"5, DK Ln",12.9700699,77.577861
Royal Rajdhani Restaurant,5,26,Rajasthani Restaurant,Veg & Non veg ,"#14, 1st Floor, 7th Main Rd, above PATEL MEDICAL",12.9083359,77.6064338
Royal Rajdhani Restaurant,3.9,83,Rajasthani Restaurant,Veg & Non veg ,"63, 71st Cross Rd",13.01117,77.554989
Starbucks coffee,4.4,533,Coffee,cafe,"11, Arekere Main Rd",12.8916028,77.5980955
Starbucks coffee,4.2,1029,Coffee,cafe,,12.9120861,77.6507785
Starbucks coffee,4.2,2174,Coffee,cafe,"Vegacity Mall, 49, Bannerghatta Main Rd",12.9074857,77.6011452
Starbucks coffee,4.3,2216,Coffee,cafe,"8A, THE BAY, Eco World, opposite to Adarsh Palm",12.9200632,77.6851533
Starbucks coffee,4.3,3223,Coffee,cafe,"804 Avenue, No. 45, Ground Floor, 9th Main Rd, near BSNL Office",12.924587,77.5839204
Starbucks coffee,4.4,560,Coffee,cafe,Sri Venkateswara tower,12.9239636,77.6714274
Starbucks coffee,4.3,4899,Coffee,cafe,"Ground Floor, 115, Koramangala 80 Feet Rd, opposite Raheja Arcade",12.9351396,77.6135028
Starbucks coffee,4.4,653,Coffee,cafe,80 Feet Rd,12.9323822,77.6313456
Starbucks coffee,4,153,Coffee,cafe,"Embassy Tech Village Road, Outer Ring Road Unit 3, 4 and 5, Block F, Ground Floor",12.928167,77.6917053
Starbucks coffee,4.2,4501,Coffee,cafe,"K.A S. Officer, LA Classic Building, 15/16, 100 Feet Ring Rd",12.9060197,77.593834
Starbucks coffee,4.7,60,Coffee,cafe,"Cinepolis Sjr Spectrum (Central Mall, 11, Arekere Main Rd",12.8915995,77.5980958
Starbucks coffee,4.5,11,Coffee,cafe,"Cardio Fitness India, 1st Main Rd",12.9323763,77.6315128
Starbucks coffee,3.9,17,Coffee,cafe,Kalyani Tech Park Tower-1,12.9374443,77.6890184
Starbucks coffee,4.4,6483,Coffee,cafe,"Ground Prestige RR Building 55 and 51, 1, Church St",12.9745291,77.6073598
Starbucks coffee,4.3,6062,Coffee,cafe,"No .954 ground floor, 12th Main Rd",12.9702497,77.6399514
Starbucks coffee,4.5,1795,Coffee,cafe,Shankar Rd,12.9711526,77.5982523
Starbucks coffee,4.2,1165,Coffee,cafe,"Ground Floor, Kids Kemp Mall, Trinity Circle, Mahatma Gandhi Rd",12.9723897,77.6184568
Starbucks coffee,4.3,465,Coffee,cafe,"723, Chinmaya Mission Hospital Rd",12.9783723,77.6449235
Starbucks coffee,4.4,388,Coffee,cafe,Kamaraj Rd,12.9823639,77.6107864
Starbucks coffee,4.9,508,Coffee,cafe,"Tata Starbucks Samsung Opera House.57 Brigade Road, Residency Rd",12.9728441,77.6074441
Starbucks coffee,4.4,241,Coffee,cafe,"Garuda Mall, Magrath Rd",12.9700406,77.6100682
Starbucks coffee,4.3,1853,Coffee,cafe,"Miraya Rose, UKN, HAL Old Airport Rd",12.9569907,77.7321532
Starbucks coffee,4.2,2176,Coffee,cafe,"Upper Ground Floor, #67 ,Phoenix market City, Whitefield Rd",12.9961241,77.6965574
Starbucks coffee,4.4,329,Coffee,cafe,"2, Upper Ground floor, Lulu Global Mall Binnipete, oppto Sujata Theatre Lulu Global mall",12.981637,77.5637189
Starbucks coffee,4.6,147,Coffee,cafe,"site No 14, tata starbucks HM geneva house GF, Cunningham Rd",12.9884908,77.5940728
Starbucks coffee,4.5,178,Coffee,cafe,"Prestige Trade Tower, 46",12.9858319,77.5877023
Starbucks coffee,4.3,3159,Coffee,cafe,"Ground Floor, 8th Main Rd",13.009024,77.5802256
Starbucks coffee,0,,Coffee,cafe,"Tata Starbucks Coffee Pvt Limited,Sri Venkateshwara Towers",12.9298689,77.6848366
Starbucks coffee,4.2,296,Coffee,cafe,"XPPP+VH6, व्हाइटहफील्ड, पत्तान्दुर अग्रहारा",12.9871672,77.7363763
Starbucks coffee,4.3,2063,Coffee,cafe,"Sampige Road, Upper Ground Floor, Mantri Mall, Mantri Sq No1 Sampangiram Nagar",12.9915916,77.5709741
Starbucks coffee,4.2,233,Coffee,cafe,,12.99103,77.730332
Starbucks coffee,4.3,1983,Coffee,cafe,"2J9V+Q8F, 6th A Main Rd",13.0193534,77.6429104
Starbucks coffee,2.1,17,Coffee,cafe,"Ground floor, Forum Mall",12.8885385,77.5629327
Starbucks coffee,4.3,652,Coffee,cafe,"2nd cross, 81, 80 Feet Rd",13.0273999,77.5759234
Starbucks coffee,4.3,2853,Coffee,cafe,"Shop 416, GF Orion Mall, Brigade Gateway, Dr Rajkumar Rd",13.0111826,77.5551532
Starbucks coffee,4.2,10,Coffee,cafe,1st floor,12.9962757,77.6954255
Starbucks coffee,4.2,5,Coffee,cafe,"Unit No. P3, Ground Floor, Wing B, Kalyani Tech Park Pvt Ltd",12.9367676,77.6888598
Starbucks coffee,4,1,Coffee,cafe,"The Bay, RMZ Infinity, Ground Floor, 3, Old Madras Rd",12.9936153,77.6605961
Starbucks coffee,4.3,1147,Coffee,cafe,"police station, Upper ground floor, opposite police station, opposite Yelahanka",13.0944477,77.5949083
Starbucks coffee,3.9,19,Coffee,cafe,"NEXUS SHANTINIKETAN MALL, PRESTIGE SHANTINIKETAN, Whitefield Rd",12.9894485,77.7278413
Starbucks coffee,4.9,7,Coffee,cafe,"Upper Ground Floor , RMZ Galleria Mall, opp. Police Station",13.10197,77.5863591
Starbucks coffee,4.7,1096,Coffee,cafe,Kempegowda Int'l Airport Rd,13.1996819,77.7095228
Starbucks coffee,4.6,76,Coffee,cafe,"Uptown tower, Whitefield - Hoskote Rd",13.024693,77.7614468
Starbucks coffee,4.6,29,Coffee,cafe,"Bhartiya City, Thanisandra Main Rd",13.0708055,77.6336056
Starbucks coffee,4.4,245,Coffee,cafe,Bhartiya mall of,13.0833232,77.6434352
Starbucks coffee,4.1,10,Coffee,cafe,"Kempegowda International Airport Bengaluru, Air India SATS Airfreight Terminal",13.2006986,77.6978568
Starbucks coffee,4.3,381,Coffee,cafe,"2382, E, Rajendra Infotech Rd",13.0602352,77.5875447
Starbucks coffee,0,,Coffee,cafe,"Upper Ground, Prestige, Forum Mall Rd",12.8890633,77.5632395
Subway,4.1,396,Sandwich,Fast food,"Shop No 9, ""By The Way"" Food Court, Velankani Drive",12.8481622,77.6578035
Subway,3.9,929,Sandwich,Fast food,"No: 154/11, Radhakrishna Towers, Opp: IIMB Main Gate, Bannerghatta Main Rd",12.8967499,77.599709
Subway,4.1,211,Sandwich,Fast food,"RMX8+PRP, Infosys Internal Road, Konappana Agrahara, Electronic City",12.8493447,77.667091
Subway,3.9,789,Sandwich,Fast food,"54, Brigade Rd, next to The Monarch Hotel",12.9728277,77.6073605
Subway,5,3,Sandwich,Fast food,RMP4+X5Q,12.8374525,77.6554726
Subway,3.9,1464,Sandwich,Fast food,"36, 14th Main Rd, HSR Layout",12.911839,77.6379424
Subway,4,1472,Sandwich,Fast food,"#41, 1, Bull Temple Rd",12.9446366,77.5679803
Subway,4,779,Sandwich,Fast food,,12.9168782,77.671707
Subway,3.9,319,Sandwich,Fast food,"The Forum Mall, 2nd Floor Level-II Transit Food Lounge, 21, Hosur Rd",12.934377,77.6112393
Subway,4.1,210,Sandwich,Fast food,WJM7+298,12.9326314,77.6136141
Subway,4,1017,Sandwich,Fast food,"Near, Plot No: 4 Cafe Coffee Day, New BEL Rd",13.0277633,77.5716889
Subway,3.3,31,Sandwich,Fast food,"Garuda Mall, 3rd Floor, Magrath Road, Bangalore, Magrath Road, South Bangalore",12.9700073,77.6096295
Subway,3.4,107,Sandwich,Fast food,WJ52+29P,12.9075849,77.6009485
Subway,3.6,249,Sandwich,Fast food,"Ganapa Tower, Outer ring road, Village",12.9246927,77.672937
Subway,3.7,1842,Sandwich,Fast food,"4, 1st Main Rd",12.9636111,77.6405556
Subway,3.6,279,Sandwich,Fast food,"C.V. Raman Nagar/Unit #7, Commerz Building",12.9790549,77.6579146
Taco Bell,2.4,42,Mexican,continental,"Food Court, Kitchen, No.4F-401, No.31,Forum Falcon City Mall, Kanakapura Rd",12.8883101,77.5627209
Taco Bell,3.6,207,Mexican,continental,"3rd Floor, Food Court, FC 05 & FC 06 Mantri Mall Upper Ground Floor, Mantri Square, Sampige Rd",12.9920466,77.5709975
Taco Bell,3.7,270,Mexican,continental,"Vega City Mall Third Floor, Restaurant Unit no: 1B Srinivas Industrial Estate No. 172/1",12.9077507,77.6011518
Taco Bell,3.9,45,Mexican,continental,"No. 84/4, Kitchens@, doddathogur village, Begur hobli",12.840198,77.6535569
Taco Bell,4.2,4103,Mexican,continental,"UNIT NO. 840/1, 100 Feet Road Indira Nagar Binnamangala, 1ST STAGE, B.B.M.P",12.9806654,77.6409508
Taco Bell,4.2,5622,Mexican,continental,"Plot No, Sony World Junction, 36, 100 Feet Rd, opp. to Shilton Royale Hotel",12.9376706,77.6268744
Taco Bell,4.1,448,Mexican,continental,"3rd Floor, Garuda Mall, 15, Magrath Rd",12.9702151,77.6100864
Taco Bell,2.8,25,Mexican,continental,"F&B 06, 2nd Floor, Lulu Mall, Global Mall",12.9806357,77.5633622
Taco Bell,4.1,1921,Mexican,continental,"Vishala India Commercial Developers Pvt Ltd, Royal Meenakshi Mall 3rd Floor, Bannerghatta Main Rd",12.8760026,77.5956318
Taco Bell,3.8,162,Mexican,continental,"K1A, 132(P), 133(P), & 134(P), 100 Feet wide Thanisandra main road 5th Block, MS Ramaiah North City, Kasba Hobli, Village",13.045467,77.6267635
Taco Bell,4,444,Mexican,continental,WJ6R+WFW,12.9123194,77.6411869
Taco Bell,4.1,2726,Mexican,continental,"Ground floor, ITPL Rd, Mall, near to CMRIT college",12.9660058,77.7179098
Taco Bell,4.6,5,Mexican,continental,XHRC+H6V,12.9914887,77.5705469
Taco Bell,3.2,10,Mexican,continental,"M.P South, Site No.21, Nexus Mall Koramangala, Unit No.SF-CN-12 2nd Floor, Hosur Road, Chikku Lakshmaiah Layout Koramangala, B.B",12.9345205,77.6115416
Taco Bell,2.7,43,Mexican,continental,"3rd floor, No, BBMP east, No. 08 & 09, Forum neighbourhood mall, 62, Whitefield Rd",12.9596265,77.7480185
Taco Bell,4.1,139,Mexican,continental,"No. 672, 43 Ground Floor, Shree Thulasi towers no. 672, New, 43, 11th Main Rd",12.924396,77.585826
Taco Bell,4.1,1047,Mexican,continental,"DOOR NO. 40 & 41, 1ST FLOOR,UNIT NO. F-25 and 26 PHOENIX MARKETCITY, MAHADEVA PURA",12.9958029,77.6964008
Taco Bell,4,4624,Mexican,continental,"Ground Floor, Gopalan Innovation Mall, Bannerghatta Main Rd",12.914122,77.5994931
Taco Bell,3.5,41,Mexican,continental,"Gopalan Signature Tower, Ground floor, Shop No. GF, 3 & 4, Old Madras Rd",12.9927523,77.6611769
Taco Bell,2.4,42,Mexican,continental,"Food Court, Kitchen, No.4F-401, No.31,Forum Falcon City Mall, Kanakapura Rd",12.8883101,77.5627209
Taco Bell,4.6,429,Mexican,continental,"M.P North, No.495, Ground Floor, HMT Layout, CBI Road, RT Nagar, B.B",13.0266028,77.592829
Taco Bell,3.1,43,Mexican,continental,"No.755, RMZ Galleria Mall Counter No.2, 2nd Floor, Opp. Yelahanka Police Station Ambedkar Colony, Yelahanka",13.0945277,77.5952482
Taco Bell,3.4,68,Mexican,continental,"Unit No.TFKT-17, 3rd Floor, Nexus Shantiniketan Mall Whitefield Main Road, Thigalarapalya, Krishnarajapura Hoodi, Mahadevapura , B.B.M.P East",12.9894715,77.7276071
Taco Bell,3.9,113,Mexican,continental,"Gopalan Arcade Mall, Shop No. GF4, Ground Floor, Mysore Rd",12.9358458,77.5178673
Taco Bell,4,411,Mexican,continental,"Orion Mall, 2nd Floor Food Court",13.0117161,77.5552154
Taco Bell,4.1,505,Mexican,continental,"589, 80 Feet Rd",13.0233901,77.6369934
Taco Bell,2.8,14,Mexican,continental,"Sy No.50, Khata No.6/2, ""Bhartiya Mall of Bengaluru 2nd Floor, Unit No.C6, Thanisandra Main Road, Chokkanahalli Village Yelahanka Hobli, Bengaluru, Yelahanka, B.B.M.P, North",13.0834246,77.6433983
Taco Bell,4.1,76,Mexican,continental,"BEL Road, Ground floor & First Floor",13.0324395,77.5695842
Taco Bell,4.3,62,Mexican,continental,"43/1, 60 Feet Rd",13.0633572,77.5915757
Taco Bell,3.8,40,Mexican,continental,,13.0550143,77.7637314
Toscano,4.4,1950,Italian,continental,"24, Vittal Mallya Rd",12.9716773,77.5962738
Toscano,4.2,3967,Italian,continental,"Ashoka Pillar Rd, near Madhavan Park Circle",12.9370714,77.5852888
